Customer_Identifier|Security_Identifier|Is_Listed|ISOCountryCode|Is_Investment_Grade|Is_Notional|Is_Financial|Maturity|Is_Resecuritization|Tranche_Seniority_Type|Issuer_Is_Affiliate|Is_NFA_Governed_Product|ICBCode|Asset_Type|Bloomberg Ticker|ISIN|Underlying_Security_Identifier
1|1037656697|0|US|0|1|0||0||0|0|Hotels||||1000105399
1||1000105399|||0|0|0||Equity||0|0|||MCD US Equity|US5801351017
1|1037656698|0|CH|0|1|0||0||0|0|Biotechnology||||1000122437
1||1000122437|||0|0|0||Equity||0|0|||LONN SW Equity|CH0013841017
1|1037656699|1|GB|0|0|0||0||0|0|||||
1|1037656700|1|JP|0|0|0||0||0|0|||||
1|1037656701|1|EU|0|0|0||0||0|0|||||
1|1037656702|1|GB|0|0|0||0||0|0|||||
1|1037656704|1|JP|0|0|0||0||0|0|||||
1|1037656705|1|ZA|0|0|0||0||0|0|||||
1|1037656707|1|US|0|0|0||0||0|0|||||
1|1037656708|1|GB|0|0|0||0||0|0|||||
1|1037656709|0|US|0|1|0||0||0|0|Financials||||1000004376
1||1000004376|||0|0|0||Equity||0|0|||SCU US Equity|US8112461079
1|1037656710|0|GB|0|1|0||0||0|0|Business Support Services||||1000143181
1||1000143181|||0|0|0||Equity||0|0|||RWS LN Equity|GB00BVFCZV34
1|1037656711|0|US|0|1|0||0||0|0|Real Estate Holding & Development||||1006605963
1||1006605963|||0|0|0||Equity||0|0|||RDFN US Equity|US75737F1084
1|1037656712|0|AU|0|1|0||0||0|0|Specialty Retailers||||1000120314
1||1000120314|||0|0|0||Equity||0|0|||PMV AU Equity|AU000000PMV2
1|1037656713|0|US|0|1|0||0||0|0|Auto Parts||||1000107636
1||1000107636|||0|0|0||Equity||0|0|||PATK US Equity|US7033431039
1|1037656714|0|JP|0|1|0||0||0|0|Food Retailers & Wholesalers||||1000111027
1||1000111027|||0|0|0||Equity||0|0|||8217 JP Equity|JP3172150009
1|1037656715|0|JP|0|1|0||0||0|0|Food Products||||1000111977
1||1000111977|||0|0|0||Equity||0|0|||2002 JP Equity|JP3676800000
1|1037656716|0|CN|0|1|0||0||0|0|Broadcasting & Entertainment||||1000141882
1||1000141882|||0|0|0||Equity||0|0|||NTES US Equity|US64110W1027
1|1037656717|0|US|0|1|0||0||0|0|Financials||||1001411256
1||1001411256|||0|0|0||Equity||0|0|||MC US Equity|US60786M1053
1|1037656719|0|US|0|1|0||0||0|0|Telecommunications Equipment||||1003242703
1||1003242703|||0|0|0||Equity||0|0|||LITE US Equity|US55024U1097
1|1037656720|1|US|0|0|0||0||0|0|||||
1|1037656721|1|GB|0|0|0||0||0|0|||||
1|1037656722|1|US|0|0|0||0||0|0|||||
1|1037656723|1|AU|0|0|0||0||0|0|||||
1|1037656724|0|AU|0|1|0||0||0|0|Software & Computer Services||||1007456314
1||1007456314|||0|0|0||Equity||0|0|||MP1 AU Equity|AU000000MP15
1|1037656728|1|US|0|0|0||0||0|0|||||
1|1037656729|1|GB|0|0|0||0||0|0|||||
1|1037656730|1|US|0|0|0||0||0|0|||||
1|1037656731|1|JP|0|0|0||0||0|0|||||
1|1037656732|1|JP|0|0|0||0||0|0|||||
1|1037656733|1|US|0|0|0||0||0|0|||||
1|1037656734|1|US|0|0|0||0||0|0|||||
1|1037656735|1|JP|0|0|0||0||0|0|||||
1|1037656738|1|JP|0|0|0||0||0|0|||||
1|1037656739|1|US|0|0|0||0||0|0|||||
1|1037656740|1|JP|0|0|0||0||0|0|||||
1|1037656741|1|EU|0|0|0||0||0|0|||||
1|1037656742|1|US|0|0|0||0||0|0|||||
1|1037656743|1|JP|0|0|0||0||0|0|||||
1|1037656744|1|HK|0|0|0||0||0|0|||||
1|1037656745|1|AU|0|0|0||0||0|0|||||
1|1037656748|1|SE|0|0|0||0||0|0|||||
1|1037656749|1|US|0|0|0||0||0|0|||||
1|1037656750|1|GB|0|0|0||0||0|0|||||
1|1037656751|1|JP|0|0|0||0||0|0|||||
1|1037656752|1|US|0|0|0||0||0|0|||||
1|1037656753|1|US|0|0|0||0||0|0|||||
1|1037656754|1|JP|0|0|0||0||0|0|||||
1|1037656755|1|US|0|0|0||0||0|0|||||
1|1037656756|1|US|0|0|0||0||0|0|||||
1|1037656758|1|US|0|0|0||0||0|0|||||
1|1037656760|0|JP|0|1|0||0||0|0|Electronic Office Equipment||||1000112142
1||1000112142|||0|0|0||Equity||0|0|||8068 JP Equity|JP3976600001
1|1037656761|0|US|0|1|0||0||0|0|Retail REITs||||1000116628
1||1000116628|||0|0|0||Real Estate||0|0|||REG US Equity|US7588491032
1|1037656762|0|JP|0|1|0||0||0|0|Food Products||||1000112104
1||1000112104|||0|0|0||Equity||0|0|||2281 JP Equity|JP3833200003
1|1037656763|0|US|0|1|0||0||0|0|Financials||||1036925329
1||1036925329|||0|0|0||Equity||0|0|||2PP TH Equity|US70450Y1038
1|1037656764|0|US|0|1|0||0||0|0|Broadline Retailers||||1003185391
1||1003185391|||0|0|0||Equity||0|0|||OLLI US Equity|US6811161099
1|1037656765|0|JP|0|1|0||0||0|0|Building Materials & Fixtures||||1000111992
1||1000111992|||0|0|0||Equity||0|0|||3110 JP Equity|JP3684400009
1|1037656766|0|CN|0|1|0||0||0|0|Full Line Insurance||||1000085092
1||1000085092|||0|0|0||Equity||0|0|||1336 HK Equity|CNE100001922
1|1037656767|0|AU|0|1|0||0||0|0|Heavy Construction||||1000110733
1||1000110733|||0|0|0||Equity||0|0|||MND AU Equity|AU000000MND5
1|1037656770|1|US|0|0|0||0||0|0|||||
1|1037656771|1|JP|0|0|0||0||0|0|||||
1|1037656772|1|US|0|0|0||0||0|0|||||
1|1037656773|1|US|0|0|0||0||0|0|||||
1|1037656774|1|US|0|0|0||0||0|0|||||
1|1037656775|1|US|0|0|0||0||0|0|||||
1|1037656777|1|US|0|0|0||0||0|0|||||
1|1037656780|1|US|0|0|0||0||0|0|||||
1|1037656781|1|GB|0|0|0||0||0|0|||||
1|1037656782|1|JP|0|0|0||0||0|0|||||
1|1037656783|1|JP|0|0|0||0||0|0|||||
1|1037656787|0|US|0|1|0||0||0|0|Brewers||||1000108845
1||1000108845|||0|0|0||Equity||0|0|||PRMW US Equity|CA74167P1080
1|1037656788|0|US|0|1|0||0||0|0|Telecommunications Equipment||||1000142308
1||1000142308|||0|0|0||Equity||0|0|||PCTI US Equity|US69325Q1058
1|1037656789|0|US|0|1|0||0||0|0|Health Care Equipment & Services||||1000142837
1||1000142837|||0|0|0||Equity||0|0|||OMCL US Equity|US68213N1090
1|1037656790|0|US|0|1|0||0||0|0|Electronic Office Equipment||||1008245312
1||1008245312|||0|0|0||Equity||0|0|||LASR US Equity|US65487K1007
1|1037656791|0|US|0|1|0||0||0|0|Software||||1002306869
1||1002306869|||0|0|0||Equity||0|0|||NEWR US Equity|US64829B1008
1|1037656792|0|GB|0|1|0||0||0|0|Media Agencies||||1000142467
1||1000142467|||0|0|0||Equity||0|0|||MONY LN Equity|GB00B1ZBKY84
1|1037656793|0|JP|0|1|0||0||0|0|Industrial Machinery||||1000111669
1||1000111669|||0|0|0||Equity||0|0|||6508 JP Equity|JP3919800007
1|1037656794|0|JP|0|1|0||0||0|0|Financials||||1002297090
1||1002297090|||0|0|0||Equity||0|0|||6080 JP Equity|JP3167320005
1|1037656797|1|US|0|0|0||0||0|0|||||
1|1037656798|1|US|0|0|0||0||0|0|||||
1|1037656799|1|US|0|0|0||0||0|0|||||
1|1037656800|1|AU|0|0|0||0||0|0|||||
1|1037656801|1|US|0|0|0||0||0|0|||||
1|1037656802|1|US|0|0|0||0||0|0|||||
1|1037656803|1|JP|0|0|0||0||0|0|||||
1|1037656804|1|JP|0|0|0||0||0|0|||||
1|1037656805|1|US|0|0|0||0||0|0|||||
1|1037656808|0|US|0|1|1||0||0|0|Banks (L4)||||1000008956
1||1000008956|||0|0|0||Equity||0|0|||RF US Equity|US7591EP1005
1|1037656809|0|US|0|1|1||0||0|0|Banks (L4)||||1000014661
1||1000014661|||0|0|0||Equity||0|0|||FRST US Equity|US74167B1098
1|1037656810|0|US|0|1|0||0||0|0|Electronic Office Equipment||||1000136749
1||1000136749|||0|0|0||Equity||0|0|||CNXN US Equity|US69318J1007
1|1037656811|0|AU|0|1|0||0||0|0|Financials||||1000140329
1||1000140329|||0|0|0||Equity||0|0|||OBL AU Equity|AU0000082489
1|1037656812|0|CN|0|1|0||0||0|0|Automobiles||||1009782295
1||1009782295|||0|0|0||Equity||0|0|||NIU US Equity|US65481N1000
1|1037656813|0|CN|0|1|0||0||0|0|Consumer Services||||1000019149
1||1000019149|||0|0|0||Equity||0|0|||EDU US Equity|US6475812060
1|1037656814|0|JP|0|1|0||0||0|0|Financials||||1000008996
1||1000008996|||0|0|0||Equity||0|0|||8698 JP Equity|JP3869970008
1|1037656815|0|JP|0|1|0||0||0|0|Food Products||||1000054751
1||1000054751|||0|0|0||Equity||0|0|||2270 JP Equity|JP3947800003
1|1037656816|0|US|0|1|0||0||0|0|Durable Household Products||||1000105408
1||1000105408|||0|0|0||Equity||0|0|||MDC US Equity|US5526761086
1|1037656819|1|US|0|0|0||0||0|0|||||
1|1037656820|1|US|0|0|0||0||0|0|||||
1|1037656821|1|US|0|0|0||0||0|0|||||
1|1037656822|1|US|0|0|0||0||0|0|||||
1|1037656823|1|JP|0|0|0||0||0|0|||||
1|1037656824|1|US|0|0|0||0||0|0|||||
1|1037656825|1|GB|0|0|0||0||0|0|||||
1|1037656826|1|AU|0|0|0||0||0|0|||||
1|1037656827|1|US|0|0|0||0||0|0|||||
1|1037656830|0|US|0|1|0||0||0|0|Biotechnology||||1003461067
1||1003461067|||0|0|0||Equity||0|0|||RGNX US Equity|US75901B1070
1|1037656831|0|US|0|1|0||0||0|0|Full Line Insurance||||1000058199
1||1000058199|||0|0|0||Equity||0|0|||PRI US Equity|US74164M1080
1|1037656832|0|US|0|1|0||0||0|0|Oil & Gas (L2)||||1000084935
1||1000084935|||0|0|0||Equity||0|0|||PBF US Equity|US69318G1067
1|1037656833|0|US|0|1|0||0||0|0|Specialty REITs||||1000112707
1||1000112707|||0|0|0||Real Estate||0|0|||OHI US Equity|US6819361006
1|1037656834|0|JP|0|1|0||0||0|0|Electrical Components & Equipment||||1000111998
1||1000111998|||0|0|0||Equity||0|0|||6651 JP Equity|JP3682400001
1|1037656835|0|US|0|1|0||0||0|0|Gas Distribution||||1000105481
1||1000105481|||0|0|0||Equity||0|0|||NJR US Equity|US6460251068
1|1037656836|0|AT|0|1|0||0||0|0|Paper||||1000031365
1||1000031365|||0|0|0||Equity||0|0|||MNDI LN Equity|GB00B1CRLC47
1|1037656843|0|JP|0|1|1||0||0|0|Banks (L4)||||1003587817
1||1003587817|||0|0|0||Equity||0|0|||7180 JP Equity|JP3246500007
1|1037656854|0|US|0|1|0||0||0|0|Media (L2)||||1000105737
1||1000105737|||0|0|0||Equity||0|0|||SSP US Equity|US8110544025
1|1037656855|0|US|0|1|0||0||0|0|Diversified Industrials||||1000002330
1||1000002330|||0|0|0||Equity||0|0|||RUSHA US Equity|US7818462092
1|1037656856|0|US|0|1|0||0||0|0|Hotels||||1004489255
1||1004489255|||0|0|0||Equity||0|0|||RRR US Equity|US75700L1089
1|1037656857|0|CA|0|1|0||0||0|0|Oil Equipment & Services||||1000109492
1||1000109492|||0|0|0||Equity||0|0|||PDS US Equity|CA74022D4075
1|1037656858|0|SG|0|1|0||0||0|0|Specialty REITs||||1000032437
1||1000032437|||0|0|0||Real Estate||0|0|||PREIT SP Equity|SG1V52937132
1|1037656863|0|JP|0|1|0||0||0|0|Consumer Services||||1006077397
1||1006077397|||0|0|0||Equity||0|0|||3678 JP Equity|JP3921230003
1|1037656865|1|US|0|0|0||0||0|0|||||
1|1037656866|1|US|0|0|0||0||0|0|||||
1|1037656867|1|US|0|0|0||0||0|0|||||
1|1037656868|1|US|0|0|0||0||0|0|||||
1|1037656869|1|SG|0|0|0||0||0|0|||||
1|1037656874|1|JP|0|0|0||0||0|0|||||
1|1037656875|1|US|0|0|0||0||0|0|||||
1|1037656876|0|JP|0|1|0||0||0|0|Specialty Retailers||||1000111779
1||1000111779|||0|0|0||Equity||0|0|||8005 JP Equity|JP3913600007
1|1037656877|0|US|0|1|0||0||0|0|Hotels||||1000012265
1||1000012265|||0|0|0||Equity||0|0|||RUTH US Equity|US7833321091
1|1037656878|0|GB|0|1|0||0||0|0|Trucking||||1000110114
1||1000110114|||0|0|0||Equity||0|0|||REDD LN Equity|GB00B41H7391
1|1037656879|0|US|0|1|1||0||0|0|Banks (L4)||||1000115823
1||1000115823|||0|0|0||Equity||0|0|||PFC US Equity|US74052F1084
1|1037656880|0|JP|0|1|0||0||0|0|Business Support Services||||1000035123
1||1000035123|||0|0|0||Equity||0|0|||2168 JP Equity|JP3781490002
1|1037656881|0|JP|0|1|0||0||0|0|Industrial Machinery||||1000112047
1||1000112047|||0|0|0||Equity||0|0|||6103 JP Equity|JP3172100004
1|1037656886|0|US|0|1|0||0||0|0|Clothing & Accessories||||1000029438
1||1000029438|||0|0|0||Equity||0|0|||LULU US Equity|US5500211090
1|1037656887|1|JP|0|0|0||0||0|0|||||
1|1037656888|1|US|0|0|0||0||0|0|||||
1|1037656889|1|GB|0|0|0||0||0|0|||||
1|1037656890|1|US|0|0|0||0||0|0|||||
1|1037656891|1|JP|0|0|0||0||0|0|||||
1|1037656892|1|JP|0|0|0||0||0|0|||||
1|1037656893|0|AU|0|1|0||0||0|0|Specialty Retailers||||1002750146
1||1002750146|||0|0|0||Equity||0|0|||LOV AU Equity|AU000000LOV7
1|1037656894|0|US|0|1|0||0||0|0|Paper||||1000105357
1||1000105357|||0|0|0||Equity||0|0|||LPX US Equity|US5463471053
1|1037656895|0|US|0|1|0||0||0|0|Financials||||1001036649
1||1001036649|||0|0|0||Equity||0|0|||NMIH US Equity|US6292093050
1|1037656950|0|US|0|1|0||0||0|0|Health Care Providers||||1000122352
1||1000122352|||0|0|0||Equity||0|0|||MCK US Equity|US58155Q1031
1|1037656951|1|US|0|0|0||0||0|0|||||
1|1037656952|1|US|0|0|0||0||0|0|||||
1|1037656953|1|GB|0|0|0||0||0|0|||||
1|1037656954|1|SE|0|0|0||0||0|0|||||
1|1037656956|1|JP|0|0|0||0||0|0|||||
1|1037656957|1|JP|0|0|0||0||0|0|||||
1|1037656958|1|US|0|0|0||0||0|0|||||
1|1037656959|1|US|0|0|0||0||0|0|||||
1|1037656960|1|JP|0|0|0||0||0|0|||||
1|1037656961|1|US|0|0|0||0||0|0|||||
1|1037656962|0|US|0|1|0||0||0|0|Oil & Gas (L2)||||1000060784
1||1000060784|||0|0|0||Equity||0|0|||STNG US Equity|MHY7542C1306
1|1037656963|0|US|0|1|0||0||0|0|Chemicals (L3)||||1000107861
1||1000107861|||0|0|0||Equity||0|0|||RPM US Equity|US7496851038
1|1037656965|0|SE|0|1|0||0||0|0|Electrical Components & Equipment||||1006408009
1||1006408009|||0|0|0||Equity||0|0|||PCELL SS Equity|SE0006425815
1|1037656967|0|JP|0|1|0||0||0|0|Business Support Services||||1000112037
1||1000112037|||0|0|0||Equity||0|0|||7994 JP Equity|JP3192400004
1|1037656968|0|JP|0|1|1||0||0|0|Banks (L4)||||1005207245
1||1005207245|||0|0|0||Equity||0|0|||7189 JP Equity|JP3658850007
1|1037656969|0|US|0|1|0||0||0|0|Health Care Equipment & Services||||1000107534
1||1000107534|||0|0|0||Equity||0|0|||NEOG US Equity|US6404911066
1|1037656970|0|US|0|1|0||0||0|0|Semiconductors||||1000135926
1||1000135926|||0|0|0||Equity||0|0|||MKSI US Equity|US55306N1046
1|1037656971|0|JP|0|1|0||0||0|0|Computer Hardware||||1000007631
1||1000007631|||0|0|0||Equity||0|0|||6670 JP Equity|JP3167420003
1|1037656972|0|US|0|1|0||0||0|0|Durable Household Products||||1008653622
1||1008653622|||0|0|0||Equity||0|0|||LOVE US Equity|US54738L1098
1|1037656973|1|EU|0|0|0||0||0|0|||||
1|1037656974|1|US|0|0|0||0||0|0|||||
1|1037656975|1|US|0|0|0||0||0|0|||||
1|1037656976|1|US|0|0|0||0||0|0|||||
1|1037656978|1|JP|0|0|0||0||0|0|||||
1|1037656979|1|JP|0|0|0||0||0|0|||||
1|1037656980|1|EU|0|0|0||0||0|0|||||
1|1037656981|1|JP|0|0|0||0||0|0|||||
1|1037656982|1|US|0|0|0||0||0|0|||||
1|1037656983|0|FR|0|1|0||0||0|0|Full Line Insurance||||1000026238
1||1000026238|||0|0|0||Equity||0|0|||SCR FP Equity|FR0010411983
1|1037656984|0|US|0|1|0||0||0|0|Oil Equipment & Services||||1000105700
1||1000105700|||0|0|0||Equity||0|0|||RES US Equity|US7496601060
1|1037656985|0|US|0|1|0||0||0|0|Pharmaceuticals||||1004733987
1||1004733987|||0|0|0||Equity||0|0|||RETA US Equity|US75615P1030
1|1037656986|0|US|0|1|0||0||0|0|Semiconductors||||1000135792
1||1000135792|||0|0|0||Equity||0|0|||POWI US Equity|US7392761034
1|1037656988|0|JP|0|1|0||0||0|0|Paper||||1000112030
1||1000112030|||0|0|0||Equity||0|0|||3861 JP Equity|JP3174410005
1|1037656989|0|JP|0|1|0||0||0|0|Specialty Retailers||||1000134519
1||1000134519|||0|0|0||Equity||0|0|||7545 JP Equity|JP3659300002
1|1037656990|0|DE|0|1|0||0||0|0|Software||||1000140110
1||1000140110|||0|0|0||Equity||0|0|||NEM GR Equity|DE0006452907
1|1037656991|0|JP|0|1|0||0||0|0|Financials||||1000133455
1||1000133455|||0|0|0||Equity||0|0|||8425 JP Equity|JP3286500008
1|1037656992|0|US|0|1|0||0||0|0|Diversified Industrials||||1000107427
1||1000107427|||0|0|0||Equity||0|0|||MGRC US Equity|US5805891091
1|1037656993|1|US|0|0|0||0||0|0|||||
1|1037656994|1|GB|0|0|0||0||0|0|||||
1|1037656995|1|US|0|0|0||0||0|0|||||
1|1037656998|1|US|0|0|0||0||0|0|||||
1|1037657000|1|US|0|0|0||0||0|0|||||
1|1037657001|1|JP|0|0|0||0||0|0|||||
1|1037657002|1|JP|0|0|0||0||0|0|||||
1|1037657003|1|SE|0|0|0||0||0|0|||||
1|1037657004|0|US|0|1|0||0||0|0|Business Support Services||||1000093424
1||1000093424|||0|0|0||Equity||0|0|||SAIC US Equity|US8086251076
1|1037657010|1|US|0|0|0||0||0|0|||||
1|1037657011|0|JP|0|1|0||0||0|0|Software & Computer Services||||1000112325
1||1000112325|||0|0|0||Equity||0|0|||9719 JP Equity|JP3400400002
1|1037657013|0|PT|0|1|0||0||0|0|Utilities (L1)||||1000144403
1||1000144403|||0|0|0||Equity||0|0|||RENE PL Equity|PTREL0AM0008
1|1037657014|0|US|0|1|0||0||0|0|Health Care Providers||||1000882621
1||1000882621|||0|0|0||Equity||0|0|||PINC US Equity|US74051N1028
1|1037657015|0|US|0|1|1||0||0|0|Banks (L4)||||1000118236
1||1000118236|||0|0|0||Equity||0|0|||CASH US Equity|US59100U1088
1|1037657016|0|JP|0|1|0||0||0|0|Heavy Construction||||1000112049
1||1000112049|||0|0|0||Equity||0|0|||1833 JP Equity|JP3194800003
1|1037657017|0|JP|0|1|0||0||0|0|Food Products||||1000111979
1||1000111979|||0|0|0||Equity||0|0|||2602 JP Equity|JP3677200002
1|1037657018|0|US|0|1|0||0||0|0|Computer Hardware||||1000126163
1||1000126163|||0|0|0||Equity||0|0|||NTAP US Equity|US64110D1046
1|1037657019|0|US|0|1|0||0||0|0|Auto Parts||||1000107448
1||1000107448|||0|0|0||Equity||0|0|||MOD US Equity|US6078281002
1|1037657022|1|JP|0|0|0||0||0|0|||||
1|1037657023|1|EU|0|0|0||0||0|0|||||
1|1037657024|1|EU|0|0|0||0||0|0|||||
1|1037657025|1|US|0|0|0||0||0|0|||||
1|1037657026|1|US|0|0|0||0||0|0|||||
1|1037657027|1|JP|0|0|0||0||0|0|||||
1|1037657028|1|JP|0|0|0||0||0|0|||||
1|1037657029|1|US|0|0|0||0||0|0|||||
1|1037657030|1|US|0|0|0||0||0|0|||||
1|1037657034|0|DE|0|1|0||0||0|0|Media (L2)||||1000115510
1||1000115510|||0|0|0||Equity||0|0|||RTL LX Equity|LU0061462528
1|1037657035|0|ES|0|1|0|12/30/1999|0||0|0|Conventional Electricity||||1000133845
1||1000133845|||0|0|0||Equity||0|0|||RED SM Equity|ES0173093024
1|1037657036|0|US|0|1|0||0||0|0|Conventional Electricity||||1000105576
1||1000105576|||0|0|0||Equity||0|0|||PPL US Equity|US69351T1060
1|1037657037|0|JP|0|1|0||0||0|0|Business Support Services||||1000133372
1||1000133372|||0|0|0||Equity||0|0|||4666 JP Equity|JP3780100008
1|1037657042|0|AU|0|1|0||0||0|0|Business Support Services||||1000006862
1||1000006862|||0|0|0||Equity||0|0|||MMS AU Equity|AU000000MMS5
1|1037657043|0|US|0|1|0||0||0|0|Specialty Retailers||||1000105359
1||1000105359|||0|0|0||Equity||0|0|||LOW US Equity|US5486611073
1|1037657044|1|US|0|0|0||0||0|0|||||
1|1037657045|1|US|0|0|0||0||0|0|||||
1|1037657046|1|JP|0|0|0||0||0|0|||||
1|1037657047|1|US|0|0|0||0||0|0|||||
1|1037657048|1|US|0|0|0||0||0|0|||||
1|1037657050|1|JP|0|0|0||0||0|0|||||
1|1037657051|1|US|0|0|0||0||0|0|||||
1|1037657053|1|US|0|0|0||0||0|0|||||
1|1037657054|0|US|0|1|0||0||0|0|Chemicals (L3)||||1000107904
1||1000107904|||0|0|0||Equity||0|0|||SMG US Equity|US8101861065
1|1037657055|0|US|0|1|0||0||0|0|Retail REITs||||1000105701
1||1000105701|||0|0|0||Real Estate||0|0|||RPT US Equity|US74971D1019
1|1037657056|0|JP|0|1|0||0||0|0|Business Support Services||||1002081475
1||1002081475|||0|0|0||Equity||0|0|||6098 JP Equity|JP3970300004
1|1037657057|0|US|0|1|0||0||0|0|Chemicals (L3)||||1000105648
1||1000105648|||0|0|0||Equity||0|0|||PPG US Equity|US6935061076
1|1037657058|0|US|0|1|1||0||0|0|Banks (L4)||||1000107635
1||1000107635|||0|0|0||Equity||0|0|||PRK US Equity|US7006581075
1|1037657060|0|JP|0|1|0||0||0|0|Diversified Industrials||||1000115577
1||1000115577|||0|0|0||Equity||0|0|||9699 JP Equity|JP3657500009
1|1037657061|0|US|0|1|0||0||0|0|Health Care Providers||||1000141881
1||1000141881|||0|0|0||Equity||0|0|||NEO US Equity|US64049M2098
1|1037657285|1|US|0|0|0||0||0|0|||||
1|1037657286|1|US|0|0|0||0||0|0|||||
1|1037657287|1|US|0|0|0||0||0|0|||||
1|1037657289|1|US|0|0|0||0||0|0|||||
1|1037657290|1|US|0|0|0||0||0|0|||||
1|1037657292|1|US|0|0|0||0||0|0|||||
1|1037657293|1|US|0|0|0||0||0|0|||||
1|1037657294|1|US|0|0|0||0||0|0|||||
1|1037657295|1|SE|0|0|0||0||0|0|||||
1|1037657296|0|TW|0|1|0||0||0|0|Broadcasting & Entertainment||||1006844643
1||1006844643|||0|0|0||Equity||0|0|||SE US Equity|US81141R1005
1|1037657297|0|US|0|1|0||0||0|0|Trucking||||1000105711
1||1000105711|||0|0|0||Equity||0|0|||R US Equity|US7835491082
1|1037657298|0|US|0|1|0||0||0|0|Mortgage REITs||||1000125968
1||1000125968|||0|0|0||Real Estate||0|0|||RWT US Equity|US7580754023
1|1037657300|0|US|0|1|0||0||0|0|Oil Equipment & Services||||1000116578
1||1000116578|||0|0|0||Equity||0|0|||PTEN US Equity|US7034811015
1|1037657301|0|US|0|1|1||0||0|0|Banks (L4)||||1000107607
1||1000107607|||0|0|0||Equity||0|0|||ONB US Equity|US6800331075
1|1037657303|0|US|0|1|0||0||0|0|Telecommunications Equipment||||1000143012
1||1000143012|||0|0|0||Equity||0|0|||NTGR US Equity|US64111Q1040
1|1037657304|0|US|0|1|0||0||0|0|Health Care Providers||||1000003696
1||1000003696|||0|0|0||Equity||0|0|||MOH US Equity|US60855R1005
1|1037657305|0|US|0|1|0||0||0|0|Personal & Household Goods||||1000118239
1||1000118239|||0|0|0||Equity||0|0|||MED US Equity|US58470H1014
1|1037657306|0|SE|0|1|0||0||0|0|Financials||||1000114698
1||1000114698|||0|0|0||Equity||0|0|||LUNDB SS Equity|SE0000108847
1|1037657307|0|US|0|1|0||0||0|0|Oil & Gas (L2)||||1000031884
1||1000031884|||0|0|0||Equity||0|0|||SD US Equity|US80007P8692
1|1037657308|0|JP|0|1|1||0||0|0|Banks (L4)||||1000146106
1||1000146106|||0|0|0||Equity||0|0|||8308 JP Equity|JP3500610005
1|1037657311|0|AU|0|1|0||0||0|0|Conventional Electricity||||1000110590
1||1000110590|||0|0|0||Equity||0|0|||ORG AU Equity|AU000000ORG5
1|1037657312|0|ZA|0|1|0||0||0|0|General Mining||||1024845787
1||1024845787|||0|0|0||Equity||0|0|||NPH SJ Equity|ZAE000298253
1|1037657314|0|HK|0|1|0||0||0|0|Trucking||||1000130753
1||1000130753|||0|0|0||Equity||0|0|||66 HK Equity|HK0066009694
1|1037657315|0|US|0|1|0||0||0|0|Mortgage REITs||||1000137011
1||1000137011|||0|0|0||Real Estate||0|0|||MFA US Equity|US55272X6076
1|1037657316|0|US|0|1|0||0||0|0|Durable Household Products||||1000105337
1||1000105337|||0|0|0||Equity||0|0|||LEN US Equity|US5260571048
1|1037657317|1|AU|0|0|0||0||0|0|||||
1|1037657342|0|US|0|1|0||0||0|0|Computer Hardware||||1023415156
1||1023415156|||0|0|0||Equity||0|0|||STX US Equity|IE00BKVD2N49
1|1037657343|0|JP|0|1|0||0||0|0|Broadline Retailers||||1000125484
1||1000125484|||0|0|0||Equity||0|0|||7453 JP Equity|JP3976300008
1|1037657344|0|US|0|1|0||0||0|0|Electrical Components & Equipment||||1000107789
1||1000107789|||0|0|0||Equity||0|0|||RRX US Equity|US7587501039
1|1037657345|0|US|0|1|0||0||0|0|Food Retailers & Wholesalers||||1000135701
1||1000135701|||0|0|0||Equity||0|0|||PSMT US Equity|US7415111092
1|1037657346|0|US|0|1|0||0||0|0|Software||||1001323884
1||1001323884|||0|0|0||Equity||0|0|||PCTY US Equity|US70438V1061
1|1037657347|0|US|0|1|0||0||0|0|Chemicals (L3)||||1000105545
1||1000105545|||0|0|0||Equity||0|0|||OLN US Equity|US6806652052
1|1037657349|0|US|0|1|0||0||0|0|Health Care Equipment & Services||||1002172483
1||1002172483|||0|0|0||Equity||0|0|||NVRO US Equity|US64157F1030
1|1037657353|1|US|0|0|0||0||0|0|||||
1|1037657354|1|US|0|0|0||0||0|0|||||
1|1037657355|1|GB|0|0|0||0||0|0|||||
1|1037657356|1|US|0|0|0||0||0|0|||||
1|1037657357|1|US|0|0|0||0||0|0|||||
1|1037657358|1|US|0|0|0||0||0|0|||||
1|1037657359|1|JP|0|0|0||0||0|0|||||
1|1037657360|1|US|0|0|0||0||0|0|||||
1|1037657362|1|US|0|0|0||0||0|0|||||
1|1037657363|1|EU|0|0|0||0||0|0|||||
1|1037657364|0|US|0|1|1||0||0|0|Banks (L4)||||1000107880
1||1000107880|||0|0|0||Equity||0|0|||SBCF US Equity|US8117078019
1|1037657365|0|US|0|1|0||0||0|0|Hotel & Lodging REITs||||1000135837
1||1000135837|||0|0|0||Real Estate||0|0|||RHP US Equity|US78377T1079
1|1037657367|0|US|0|1|0||0||0|0|Financials||||1000108133
1||1000108133|||0|0|0||Equity||0|0|||TROW US Equity|US74144T1088
1|1037657368|0|US|0|1|0||0||0|0|Software||||1001437798
1||1001437798|||0|0|0||Equity||0|0|||PAYC US Equity|US70432V1026
1|1037657369|0|US|0|1|1||0||0|0|Banks (L4)||||1000116715
1||1000116715|||0|0|0||Equity||0|0|||OSBC US Equity|US6802771005
